 t [s],a_x_raw [m/s^2],a_y_raw [m/s^2],a_z_raw [m/s^2],a_x_filtered [m/s^2],a_y_filtered [m/s^2],a_z_filtered [m/s^2]
240.13,   -5.19,    2.70,   -9.90,    2.67,   -0.15,   -7.99
240.15,   -4.84,    2.80,  -10.74,    2.54,   -0.97,   -8.50
240.17,   -5.22,    1.35,   -9.69,    3.19,   -1.06,   -8.93
240.19,   -3.59,    2.70,   -9.07,    3.24,   -2.38,   -7.75
240.22,   -2.49,    1.51,  -10.46,    4.25,   -2.73,   -5.69
240.24,   -2.43,    1.42,   -9.91,    1.12,   -2.25,   -4.21
240.26,   -1.60,    0.82,  -10.30,    1.41,   -1.32,   -2.55
240.28,   -2.19,    0.94,   -9.42,    4.97,   -1.81,   -1.82
240.30,   -1.18,    1.11,  -10.14,    3.95,   -2.96,   -3.00
240.32,   -0.96,    1.56,   -9.76,    4.50,   -3.71,   -1.65
240.34,   -0.69,    0.73,   -9.45,    4.48,   -4.03,   -1.83
240.36,   -0.18,   -0.24,   -9.07,    4.66,   -3.17,   -2.71
240.38,    0.75,    0.10,   -9.13,    5.90,   -4.66,   -1.17
240.40,    1.53,    0.16,   -9.01,    3.02,   -3.12,   -4.73
240.43,    3.18,    2.21,   -8.89,    2.38,   -2.89,   -3.55
240.45,    2.30,   -1.26,   -9.83,    4.16,   -4.96,    1.07
240.47,    1.71,    0.37,   -9.81,    4.79,   -3.30,    0.38
240.49,    2.66,    0.44,  -10.35,    5.68,   -3.92,    1.19
240.51,    3.01,    0.64,   -9.59,    5.71,   -3.94,    1.75
240.53,    3.18,    1.12,   -9.74,    6.78,   -4.21,    2.29
240.55,    3.07,    1.06,  -11.46,    7.35,   -5.55,    3.63
240.57,    3.85,    0.44,   -9.22,    7.20,   -5.48,    3.46
240.59,    4.43,    1.10,   -8.60,    7.44,   -5.56,    2.99
240.61,    4.96,    0.72,   -7.80,    7.28,   -4.31,    3.38
240.63,    5.58,    0.32,   -7.24,    8.34,   -3.83,    4.27
240.66,    5.96,    0.00,   -7.32,    7.84,   -4.16,    4.98
240.68,    6.45,   -0.06,   -7.05,    7.38,   -4.28,    4.93
240.70,    6.69,    0.05,   -6.70,    8.23,   -4.14,    3.83
240.72,    6.79,    0.23,   -6.23,    8.44,   -4.09,    3.97
240.74,    6.91,    0.32,   -5.75,    8.12,   -4.04,    3.90
240.76,    7.16,   -0.12,   -4.96,    6.93,   -3.94,    3.90
240.78,    7.77,   -0.51,   -4.82,    6.07,   -4.49,    3.58
240.80,    8.44,   -1.04,   -4.95,    5.50,   -4.23,    2.79
240.82,    8.45,   -0.92,   -4.93,    5.91,   -4.66,    4.01
240.84,    8.23,   -1.06,   -4.34,    6.04,   -4.98,    3.06
240.87,    8.08,   -0.68,   -3.65,    6.16,   -4.67,    1.87
240.89,    8.67,   -1.20,   -3.85,    6.29,   -5.27,    2.77
240.91,    9.62,   -1.67,   -3.80,    5.94,   -5.34,    2.11
240.93,    9.96,   -1.79,   -3.94,    6.26,   -4.91,    0.63
240.95,    9.28,   -1.99,   -3.60,    5.30,   -4.23,   -0.37
240.97,    8.52,   -1.47,   -3.17,    5.09,   -3.76,   -1.54
240.99,    8.10,   -1.25,   -3.04,    5.02,   -3.81,   -2.38
241.01,    8.59,   -1.34,   -3.11,    4.60,   -4.32,   -2.98
241.03,    9.27,   -1.62,   -3.40,    4.09,   -4.95,   -6.03
241.06,    9.23,   -1.54,   -3.38,    3.33,   -4.06,   -8.57
241.08,    8.81,   -1.37,   -3.01,    3.46,   -3.49,   -8.20
241.10,    8.46,   -1.45,   -2.70,    2.46,   -3.83,   -8.02
241.12,    8.71,   -1.60,   -2.78,    2.37,   -3.48,   -7.92
241.14,    8.94,   -1.68,   -2.98,    2.82,   -3.40,   -7.90
241.16,    9.00,   -1.68,   -3.30,    2.85,   -2.97,   -7.83
241.18,    9.36,   -1.30,   -3.39,    2.61,   -3.36,   -6.86
241.20,    9.41,   -0.99,   -3.17,    2.28,   -4.15,   -6.37
241.22,    9.37,   -1.08,   -3.48,    2.30,   -3.48,   -6.78
241.24,    9.37,   -1.26,   -3.38,    1.65,   -2.86,   -8.18
241.26,    9.17,   -1.17,   -3.33,    2.02,   -2.26,   -9.15
241.29,    9.38,   -1.14,   -3.63,    2.56,   -2.55,   -8.18
241.31,    9.34,   -1.00,   -3.34,    3.07,   -2.75,   -8.37
241.33,    9.20,   -0.84,   -3.36,    2.45,   -1.65,   -8.77
241.35,    9.20,   -0.79,   -3.30,    2.87,    0.38,   -8.43
241.37,    9.46,   -0.92,   -3.34,    3.40,    0.81,   -9.38
241.39,    9.50,   -1.02,   -3.40,    1.50,   -1.54,   -9.01
241.41,    9.15,   -1.02,   -3.57,    3.19,   -2.43,   -9.02
241.43,    8.89,   -0.80,   -3.80,    4.13,   -2.31,   -9.79
241.45,    8.73,   -0.74,   -3.80,    2.97,   -2.02,   -9.31
241.47,    8.85,   -0.89,   -3.87,    3.56,   -1.59,  -10.36
241.50,    8.99,   -1.05,   -4.13,    4.73,   -1.65,  -12.44
241.52,    9.30,   -0.98,   -4.57,    6.08,   -2.92,  -12.64
241.54,    9.19,   -1.02,   -4.88,    5.88,   -4.14,  -10.73
241.56,    9.03,   -0.72,   -4.97,    5.40,   -3.70,  -10.33
241.58,    8.89,   -0.73,   -4.78,    5.74,   -4.33,  -10.27
241.60,    9.10,   -0.47,   -4.64,    6.48,   -4.75,   -7.97
241.62,    9.34,   -0.44,   -4.65,    5.82,   -5.08,   -6.29
241.64,    9.28,   -0.54,   -5.02,    4.98,   -4.46,   -4.86
241.66,    9.14,   -0.61,   -5.60,    5.06,   -3.96,   -3.35
241.69,    8.86,   -0.60,   -5.62,    4.88,   -4.59,   -2.48
241.71,    8.57,   -0.38,   -5.72,    5.66,   -3.91,   -1.59
241.73,    8.51,   -0.41,   -5.89,    5.86,   -4.69,    0.47
241.75,    8.74,   -0.60,   -5.74,    5.79,   -4.26,    1.68
241.77,    8.69,   -0.91,   -5.36,    5.12,   -3.65,    0.04
241.79,    8.70,   -0.37,   -5.22,    4.71,   -3.98,   -0.38
241.81,    8.86,    0.43,   -5.03,    6.34,   -3.56,    0.83
241.83,    9.07,    0.48,   -5.33,    6.60,   -3.85,    2.90
241.85,    8.60,   -0.39,   -5.81,    5.13,   -3.85,    4.62
241.87,    8.19,   -0.98,   -6.36,    4.92,   -3.91,    4.44
241.90,    7.70,   -1.25,   -6.38,    6.50,   -3.81,    4.48
241.92,    7.65,   -1.22,   -6.18,    6.25,   -4.41,    4.27
241.94,    7.48,   -1.07,   -6.29,    4.44,   -4.26,    4.61
241.96,    7.44,   -1.02,   -6.51,    4.44,   -4.42,    5.29
241.98,    7.37,   -1.09,   -6.85,    4.36,   -4.36,    5.24
242.00,    7.32,   -1.10,   -7.03,    3.71,   -3.82,    5.19
242.02,    7.03,   -1.14,   -7.23,    4.08,   -4.60,    6.22
242.04,    6.60,   -1.17,   -7.14,    3.05,   -4.21,    7.37
242.06,    6.33,   -1.08,   -6.96,    2.16,   -5.62,    7.51
242.08,    6.32,   -1.21,   -6.95,    2.46,   -5.17,    8.36
242.10,    6.24,   -1.47,   -7.17,    2.36,   -3.85,    7.38
242.13,    6.14,   -1.45,   -7.38,    3.77,   -4.34,    8.04
242.15,    5.67,   -1.25,   -7.69,    1.78,   -5.02,    8.38
242.17,    5.82,   -1.48,   -7.88,   -0.04,   -4.08,    7.31
242.19,    5.53,   -1.54,   -7.99,    2.93,   -0.56,   10.33
242.21,    5.47,   -1.80,   -8.18,    1.49,   -4.68,    5.23
242.23,    5.68,   -1.46,   -8.57,   -0.35,   -5.37,    2.42
242.25,    5.00,   -1.61,   -8.58,    1.44,   -0.75,    8.77
242.27,    4.66,   -1.75,   -8.21,    0.73,   -1.47,    5.82
242.29,    4.19,   -1.77,   -7.39,   -1.50,   -0.69,    3.30
242.31,    3.96,   -2.22,   -7.28,   -1.51,   -1.67,    6.24
242.34,    3.54,   -2.04,   -7.72,   -0.52,   -1.66,    6.94
242.36,    3.45,   -1.88,   -7.97,   -0.78,   -0.85,    6.89
242.38,    3.44,   -1.99,   -8.34,   -0.92,   -1.71,    7.15
242.40,    3.12,   -1.92,   -8.46,   -0.77,   -0.82,    8.25
242.42,    2.94,   -1.93,   -8.28,   -0.91,   -0.97,    8.46
242.44,    2.89,   -2.29,   -8.39,   -1.47,   -0.66,    8.64
242.46,    2.59,   -2.49,   -8.52,   -2.35,   -0.81,    8.32
242.48,    2.24,   -2.48,   -8.48,   -2.40,   -0.94,    8.37
242.50,    2.12,   -2.59,   -8.50,   -1.76,   -0.53,    9.33
242.53,    2.40,   -2.76,   -8.46,   -1.88,    0.03,    8.84
242.55,    2.39,   -2.97,   -8.87,   -3.00,    0.57,    8.88
242.57,    2.31,   -2.92,   -8.90,   -3.67,    0.35,    8.86
242.59,    1.97,   -2.81,   -8.87,   -3.42,    1.19,    8.64
242.61,    1.71,   -2.94,   -9.00,   -3.78,    0.92,    8.18
242.63,    1.57,   -2.95,   -8.94,   -5.05,    0.44,    7.39
242.65,    1.44,   -2.92,   -9.08,   -5.15,    1.00,    8.01
242.67,    1.24,   -2.81,   -8.87,   -5.83,    1.58,    7.49
242.69,    0.85,   -2.54,   -8.84,   -6.44,    1.58,    7.71
242.71,    0.45,   -2.33,   -8.77,   -5.80,    1.10,    9.44
242.74,    0.30,   -2.31,   -9.02,   -6.52,    1.34,    8.61
242.76,    0.58,   -2.53,   -9.14,   -6.95,    2.57,    7.84
242.78,    1.04,   -2.70,   -9.43,   -7.75,    4.48,    7.15
242.80,    0.94,   -2.21,   -9.67,   -8.45,    4.35,    6.35
242.82,    0.17,   -1.61,   -9.88,   -8.39,    3.16,    7.54
242.84,   -0.36,   -1.38,   -9.84,   -8.86,    2.35,    7.98
242.86,   -0.26,   -1.57,   -9.30,   -8.83,    1.69,    7.59
242.88,    0.08,   -1.86,   -8.77,   -9.27,    1.83,    6.32
242.90,    0.27,   -1.67,   -8.88,   -8.87,    2.42,    5.68
242.92,    0.15,   -1.49,   -9.52,   -8.30,    3.54,    5.93
242.94,   -0.05,   -1.10,   -9.87,   -8.21,    3.77,    5.12
242.97,   -0.43,   -0.86,   -9.61,   -8.24,    4.32,    5.50
242.99,   -0.14,   -1.00,   -9.52,   -9.12,    4.99,    5.20
243.01,    0.37,   -1.63,   -9.19,   -9.38,    4.74,    5.20
243.03,    0.02,   -0.94,   -9.72,   -9.29,    4.62,    6.31
243.05,   -0.45,   -0.53,  -10.11,   -8.68,    4.22,    6.66
243.07,   -0.38,   -0.66,   -9.96,   -8.28,    4.44,    7.95
243.09,   -0.64,   -0.59,   -9.75,   -8.72,    4.17,    7.92
243.11,   -1.09,   -0.52,   -9.54,   -9.36,    3.89,    7.65
243.13,   -0.67,   -1.04,   -9.24,   -9.38,    3.96,    7.65
243.16,   -0.73,   -0.72,   -9.44,   -8.86,    3.71,    7.79
243.18,   -1.41,   -0.32,  -10.04,   -8.64,    4.17,    8.79
243.20,   -1.07,   -0.50,  -10.60,   -7.66,    3.32,    8.10
243.22,   -0.71,   -0.26,   -9.92,   -7.87,    2.79,    8.81
243.24,   -0.69,   -0.23,   -9.64,   -8.79,    3.61,    9.76
243.26,   -0.59,   -0.87,   -9.18,   -8.06,    3.51,    9.20
243.28,   -0.81,   -1.81,   -8.89,   -6.94,    3.61,    9.31
243.30,   -1.00,   -1.16,   -8.78,   -6.07,    3.77,    8.80
243.32,   -0.98,   -0.62,   -8.95,   -5.75,    3.50,    8.45
243.34,   -1.79,   -0.22,   -8.65,   -5.08,    3.24,    8.20
243.37,   -2.23,   -0.80,   -9.01,   -3.99,    2.80,    8.10
243.39,    0.65,   -1.91,   -9.51,   -3.60,    2.44,    8.23
243.41,    0.54,   -2.24,   -8.96,   -3.32,    2.20,    8.42
243.43,    0.73,   -2.48,  -10.27,   -3.12,    1.98,    9.34
243.45,    0.00,   -1.79,  -10.54,   -2.93,    1.55,    9.83
243.47,   -0.46,   -0.89,  -10.66,   -2.46,    1.16,   10.03
243.49,    0.03,   -1.13,  -10.99,   -2.79,    1.27,   10.02
243.51,    0.49,   -0.97,  -11.22,   -2.97,    1.28,    9.96
243.53,    0.62,   -1.13,  -11.04,   -2.29,    1.43,   10.26
243.55,    1.05,   -1.24,  -10.74,   -2.31,    1.81,   10.40
243.57,    1.26,   -1.41,  -10.08,   -2.51,    1.77,   10.12
243.60,    1.25,   -1.36,   -8.97,   -2.75,    1.40,    9.64
243.62,    1.26,   -1.51,   -8.45,   -3.02,    1.09,    9.42
243.64,    1.46,   -1.70,   -8.28,   -3.11,    0.88,    9.18
243.66,    1.64,   -1.70,   -8.49,   -3.37,    0.37,    8.84
243.68,    1.20,   -1.40,   -9.34,   -3.34,    0.13,    9.07
243.70,    0.17,   -1.16,   -9.94,   -3.20,    0.00,    9.71
243.72,   -0.26,   -1.47,   -9.81,   -3.00,   -0.04,    9.97
243.74,   -0.38,   -1.62,   -9.54,   -2.58,    0.11,   10.21
243.76,   -0.40,   -1.74,   -9.08,   -2.33,   -0.43,   10.12
243.78,   -0.20,   -1.57,   -8.65,   -2.33,   -0.75,    9.98
243.81,   -0.52,   -1.59,   -8.45,   -2.11,   -1.20,    9.94
243.83,   -0.60,   -1.72,   -8.78,   -2.00,   -1.59,    9.58
243.85,   -0.05,   -2.03,   -8.83,   -1.57,   -1.59,    9.51
243.87,    0.08,   -2.48,   -8.87,   -0.76,   -1.76,    9.42
243.89,   -0.05,   -2.49,   -9.27,   -0.11,   -1.99,    9.47
243.91,    0.13,   -2.29,   -9.34,    0.77,   -2.23,    9.49
243.93,    0.36,   -3.04,   -9.21,    1.32,   -1.94,    9.56
243.95,    0.48,   -3.46,   -9.40,    1.94,   -2.54,    9.14
243.97,    0.52,   -3.28,   -9.61,    2.07,   -2.44,    8.89
244.00,    0.73,   -3.84,   -9.65,    2.44,   -2.50,    8.66
244.02,    1.34,   -3.43,   -9.55,    2.65,   -2.83,    7.83
244.04,    1.36,   -4.11,   -9.22,    2.51,   -2.20,    8.22
244.06,    1.00,   -3.70,   -8.80,    3.06,   -3.71,    7.21
244.08,    1.15,   -2.79,   -9.37,   -0.15,   -1.56,    8.97
244.10,    1.81,   -3.35,   -9.34,   -0.24,   -0.71,   11.29
244.12,    2.17,   -4.18,   -9.94,    5.05,   -5.15,    7.95
244.14,    2.68,   -4.47,  -10.24,    6.02,   -5.31,    6.13
244.16,    3.11,   -4.91,   -9.74,    6.41,   -5.01,    4.89
244.19,    3.43,   -4.78,   -9.36,    6.53,   -3.83,    4.46
244.21,    3.35,   -4.54,   -8.98,    6.34,   -2.43,    5.14
244.23,    3.34,   -4.59,   -8.38,    7.26,   -4.04,    3.96
244.25,    3.27,   -4.63,   -7.76,    5.65,   -3.82,    3.87
244.27,    3.06,   -4.91,   -7.42,    5.40,   -4.92,    4.93
244.29,    3.04,   -5.18,   -7.33,    5.76,   -5.58,    4.65
244.31,    2.83,   -5.38,   -6.99,    6.07,   -4.66,    1.27
244.33,    2.65,   -5.17,   -6.79,    6.34,   -5.39,    1.03
244.35,    2.55,   -5.14,   -6.85,    5.52,   -4.46,    2.58
244.37,    2.70,   -5.26,   -6.75,    6.06,   -4.15,    0.98
244.40,    2.82,   -5.27,   -6.75,    6.05,   -4.57,    0.31
244.42,    3.04,   -4.38,   -6.62,    6.74,   -4.00,   -0.85
244.44,    3.49,   -5.59,   -7.23,    6.64,   -3.99,   -2.51
244.46,    3.59,   -5.62,   -7.44,    5.78,   -2.80,   -2.73
244.48,    3.79,   -5.16,   -7.32,    4.84,   -2.65,   -2.31
244.50,    4.02,   -5.65,   -7.15,    3.68,   -2.98,   -2.73
244.52,    4.41,   -5.48,   -6.91,    4.93,   -1.62,   -4.18
244.54,    4.38,   -5.47,   -6.65,    2.50,   -0.16,   -6.14
244.56,    4.47,   -5.58,   -7.10,   -0.02,    1.04,   -8.07
244.58,    5.04,   -5.93,   -7.14,    0.27,    1.07,   -8.36
244.60,    5.01,   -5.99,   -6.94,    0.40,    1.17,   -8.99
244.63,    5.27,   -5.69,   -6.91,    1.32,    1.01,   -8.86
244.65,    5.58,   -5.90,   -6.99,   -0.09,    0.95,   -8.10
244.67,    5.38,   -5.96,   -7.41,   -1.85,    1.96,   -9.10
244.69,    4.97,   -5.48,   -7.19,   -2.70,    2.27,   -8.86
244.71,    4.41,   -4.89,   -6.67,   -1.51,    1.67,   -8.43
244.73,    4.09,   -4.82,   -6.04,   -1.45,    1.47,   -8.56
244.75,    4.49,   -5.31,   -5.78,   -1.72,    2.57,   -7.28
244.77,    4.96,   -5.75,   -6.10,   -0.29,    1.22,   -7.05
244.79,    4.78,   -5.98,   -7.14,   -1.68,    0.04,   -7.98
244.81,    5.92,   -6.81,   -6.88,   -1.95,    2.26,   -8.43
244.84,    5.05,   -5.82,   -7.26,   -3.57,    3.28,   -8.64
244.86,    4.26,   -5.14,   -7.61,   -3.58,    2.47,   -8.11
244.88,    3.75,   -5.29,   -6.92,   -1.18,    1.31,   -7.23
244.90,    3.46,   -5.08,   -6.97,   -1.81,    1.48,   -7.78
244.92,    3.39,   -5.43,   -7.66,   -1.36,    1.29,   -8.48
244.94,    3.60,   -5.12,   -8.14,   -1.29,    0.59,   -7.25
244.96,    3.84,   -5.16,   -7.93,   -1.35,    1.25,   -6.53
244.98,    4.04,   -5.37,   -7.54,   -1.86,    2.19,   -5.94
245.00,    4.35,   -5.53,   -7.88,   -2.18,    3.28,   -5.58
245.03,    4.33,   -5.61,   -8.39,   -2.28,    3.73,   -5.69
245.05,    3.78,   -5.70,   -9.25,   -2.98,    4.14,   -5.58
245.07,    3.67,   -4.99,  -10.40,   -2.99,    5.29,   -7.05
245.09,    3.26,   -4.71,  -10.22,   -3.70,    5.59,   -6.47
245.11,    4.46,   -5.03,   -8.87,   -2.55,    3.22,   -5.35
245.13,    4.91,   -5.23,   -6.65,   -2.23,    1.37,   -4.86
245.15,    4.92,   -6.01,   -4.82,   -3.19,    1.67,   -5.66
245.17,    4.64,   -6.21,   -5.02,   -4.39,    2.80,   -9.60
245.19,    4.52,   -6.37,   -5.42,   -6.52,    4.97,  -10.76
245.21,    4.77,   -5.88,   -4.45,   -5.64,    4.89,   -8.35
245.24,    4.98,   -5.34,   -2.82,   -3.65,    3.38,   -6.02
245.26,    5.63,   -4.93,   -1.46,   -3.89,    2.79,   -6.69
245.28,    5.52,   -5.21,   -0.27,   -4.41,    3.50,   -6.39
245.30,    5.46,   -4.61,   -0.17,   -5.24,    3.97,   -7.67
245.32,    5.61,   -4.34,    0.33,   -5.63,    3.15,   -8.49
245.34,    6.23,   -3.96,    1.17,   -3.20,    2.41,   -4.79
245.36,    7.29,   -4.05,    2.08,   -4.11,    1.47,   -5.92
245.38,    7.37,   -3.75,    2.41,   -4.17,    1.54,   -5.65
245.40,    6.39,   -1.72,    3.36,   -2.47,    2.36,   -4.69
245.42,    7.29,   -2.90,    3.72,   -4.67,    3.42,   -1.84
245.44,    8.19,   -2.35,    4.25,   -3.40,    1.75,    0.09
245.47,    9.24,   -2.59,    5.16,   -3.24,    0.41,   -6.45
245.49,   10.07,   -2.12,    5.98,   -5.00,    3.03,   -5.80
245.51,   10.51,   -1.82,    6.31,   -3.76,    2.76,   -4.62
245.53,   10.72,   -1.55,    6.79,   -2.78,    2.37,   -6.36
245.55,   11.44,   -1.56,    6.72,   -3.63,    3.96,   -4.75
245.57,   11.74,   -1.29,    6.71,   -4.75,    4.74,   -4.27
245.59,   11.62,   -1.21,    6.79,   -4.57,    4.79,   -4.24
245.61,   11.54,   -0.89,    7.01,   -5.76,    4.70,   -4.66
245.63,   11.42,   -1.13,    6.86,   -6.68,    5.24,   -4.05
245.66,   11.46,   -2.02,    5.91,   -7.43,    4.54,   -3.99
245.68,   11.40,   -2.00,    4.57,   -7.55,    4.56,   -4.23
245.70,   10.78,   -1.57,    3.66,   -7.51,    4.28,   -6.51
245.72,    9.80,   -1.34,    2.32,   -7.30,    3.39,   -7.42
245.74,    8.87,   -2.69,    1.32,   -6.33,    4.12,   -5.04
245.76,    8.26,   -2.69,   -0.57,   -6.41,    4.06,   -3.59
245.78,    7.29,   -2.03,   -2.57,   -6.20,    4.38,   -2.89
245.80,    5.50,   -2.02,   -3.61,   -8.57,    5.29,   -3.92
245.82,    3.87,   -1.81,   -4.20,   -6.06,    3.31,   -2.53
245.84,    3.00,   -1.79,   -5.04,   -2.14,    1.82,   -2.92
245.87,    2.61,   -1.45,   -5.17,   -4.08,    3.88,   -4.05
245.89,    1.92,   -1.47,   -5.81,   -4.79,    4.27,   -3.53
245.91,    1.00,   -1.43,   -6.42,   -6.46,    3.77,   -4.57
245.93,    1.22,   -1.61,   -7.21,   -6.66,    3.75,   -4.04
245.95,    1.44,   -2.06,   -7.50,   -6.91,    3.17,   -4.27
245.97,    1.30,   -1.74,   -7.41,   -7.42,    3.19,   -4.50
245.99,    0.32,   -0.93,   -7.76,   -6.54,    2.23,   -5.14
246.01,   -0.60,   -0.75,   -7.55,   -7.05,    2.55,   -5.28
246.03,   -1.34,   -0.85,   -8.00,   -6.41,    2.90,   -5.92
246.05,   -0.94,   -0.93,   -9.13,   -6.98,    1.81,   -6.13
246.07,   -0.93,   -1.11,   -8.82,   -6.23,    1.99,   -4.38
246.10,   -0.83,   -0.87,   -8.34,   -4.54,    2.17,   -5.45
246.12,   -1.05,    0.01,   -8.59,   -4.32,    1.42,   -5.58
246.14,   -1.17,    0.18,   -8.81,   -3.64,    0.95,   -5.54
246.16,   -1.54,    0.33,   -9.63,   -3.74,    0.99,   -5.21
246.18,   -1.31,    0.19,  -10.48,   -3.56,    0.76,   -4.94
246.20,   -1.37,    0.70,  -10.50,   -2.81,    1.58,   -5.45
246.22,   -1.60,    0.89,   -9.97,   -2.64,    1.20,   -4.70
246.24,   -1.79,    1.06,   -9.73,   -2.43,    0.12,   -4.53
246.26,   -1.47,    1.37,   -9.55,   -1.47,    0.01,   -4.13
246.28,   -0.76,    1.08,   -9.85,   -0.93,   -0.22,   -4.34
246.31,   -0.12,    0.94,  -10.06,    0.58,    1.70,   -3.85
246.33,    0.04,    0.74,  -10.11,    1.12,    0.59,   -4.42
246.35,   -0.26,    0.81,   -9.88,   -0.26,   -0.95,   -4.92
246.37,   -0.49,    0.75,   -9.19,    0.25,    0.88,   -4.95
246.39,    0.26,    1.10,   -9.35,    0.90,    0.43,   -5.22
246.41,    0.94,    0.50,   -9.79,    1.16,    0.93,   -4.03
246.43,    0.85,    0.05,   -9.51,    1.07,    1.43,   -5.86
246.45,    0.53,    0.62,   -9.14,    1.33,    0.59,   -5.39
246.47,    0.23,    0.98,   -8.72,    2.20,    0.98,   -3.39
246.50,    0.40,    0.97,   -8.31,    2.56,    1.04,   -3.18
246.52,    1.18,    0.73,   -8.43,    3.26,    0.69,   -2.03
246.54,    1.59,    0.56,   -9.22,    3.66,    0.22,   -2.06
246.56,    1.44,    0.54,   -9.21,    4.10,    0.13,   -1.84
246.58,    1.19,    1.03,   -9.15,    4.47,    0.12,   -1.54
246.60,    1.62,    1.05,   -8.91,    4.58,    0.30,   -1.06
246.62,    1.92,    0.99,   -8.91,    4.70,    0.53,   -0.58
246.64,    2.09,    1.18,   -9.61,    4.80,    0.29,    0.10
246.66,    2.01,    1.33,  -10.37,    5.24,   -0.06,    0.75
246.68,    1.71,    1.51,  -10.55,    5.92,   -0.65,    0.58
246.71,    1.77,    2.11,  -10.44,    6.32,   -0.74,    0.64
246.73,    1.54,    2.54,   -9.84,    6.07,   -0.80,    0.81
246.75,    1.71,    2.72,   -9.78,    5.86,   -0.61,    1.77
246.77,    2.18,    3.22,   -9.56,    5.98,   -0.56,    1.92
246.79,    2.20,    3.33,   -9.15,    6.85,   -1.26,    1.82
246.81,    2.44,    3.43,   -8.85,    7.63,   -1.42,    1.87
246.83,    2.77,    3.63,   -8.55,    7.34,   -1.64,    1.85
246.85,    3.26,    3.84,   -7.99,    6.56,   -1.48,    2.48
246.87,    3.62,    4.71,   -7.79,    5.84,   -0.95,    2.67
246.89,    4.81,    5.94,   -8.60,    5.88,   -0.95,    2.83
246.91,    6.05,    6.72,  -10.59,    6.58,   -1.11,    2.57
246.94,    6.85,    6.80,  -13.22,    6.95,   -1.28,    2.44
246.96,    7.93,    6.64,  -14.74,    6.61,   -1.04,    2.69
246.98,    7.88,    5.65,  -15.34,    6.15,   -0.99,    3.11
247.00,    7.51,    5.67,  -16.01,    6.07,   -1.14,    3.29
247.02,    6.65,    5.77,  -15.32,    6.40,   -1.21,    3.08
247.04,    5.69,    5.21,  -13.44,    6.47,   -1.30,    2.94
247.06,    5.29,    5.07,  -11.14,    6.66,   -1.07,    2.57
247.08,    4.30,    5.13,   -7.47,    6.95,   -0.66,    2.87
247.10,    3.48,    5.37,   -3.26,    6.81,   -0.50,    2.77
247.12,    4.55,    5.23,   -0.24,    6.88,   -0.72,    2.61
247.15,    6.34,    4.84,    3.45,    6.69,   -0.73,    2.88
247.17,    7.22,    5.43,    5.51,    6.68,   -0.63,    2.63
247.19,    8.49,    3.77,    4.97,    6.84,   -0.57,    2.70
247.21,    9.82,    3.27,    2.69,    6.65,   -0.36,    2.88
247.23,   11.77,    2.86,    1.61,    6.58,   -0.25,    2.92
247.25,   13.04,    2.48,    2.06,    6.67,   -0.25,    2.94
247.27,   14.15,    1.96,    2.07,    6.92,   -0.41,    2.94
247.29,   14.20,    2.29,    1.72,    6.69,   -0.44,    2.83
247.31,   13.70,    2.35,    0.71,    6.34,   -0.32,    2.64
247.34,   12.30,    2.49,   -0.96,    6.12,   -0.11,    2.53
247.36,    9.40,    3.14,   -3.05,    6.08,   -0.15,    2.56
247.38,    5.79,    4.34,   -5.24,    6.23,   -0.36,    2.44
247.40,    3.29,    4.25,   -6.56,    6.43,   -0.32,    2.05
247.42,    1.27,    4.42,   -7.32,    6.59,   -0.36,    1.71
247.44,   -0.23,    4.74,   -7.76,    6.35,   -0.16,    1.47
247.46,   -2.37,    5.52,   -7.73,    6.19,   -0.01,    1.61
247.48,   -4.64,    5.68,   -8.04,    6.19,    0.10,    1.80
247.50,   -5.54,    5.93,   -9.10,    6.47,    0.33,    1.91
247.52,   -5.19,    5.11,  -10.87,    6.57,    0.27,    1.76
247.54,   -4.96,    5.19,  -12.56,    6.38,    0.19,    1.20
247.57,   -4.28,    5.24,  -12.95,    6.24,    0.15,    0.91
247.59,   -3.71,    5.10,  -13.17,    5.84,    0.30,    0.95
247.61,   -3.02,    4.79,  -12.00,    5.68,    0.45,    0.79
247.63,   -2.49,    3.70,  -10.67,    5.76,    0.35,    0.73
247.65,   -0.56,    2.67,  -10.29,    5.89,    0.05,    1.12
247.67,    2.05,    1.53,   -9.27,    5.80,    0.09,    1.35
247.69,    3.93,    1.00,   -7.01,    5.85,    0.95,    1.58
247.71,    5.77,   -0.26,   -5.15,    6.15,    1.48,    1.56
247.73,    8.33,   -0.38,   -3.67,    5.96,    0.98,    1.13
247.75,    9.83,   -0.38,   -1.79,    5.50,    0.17,    0.61
247.78,   10.09,    0.36,   -1.01,    4.98,   -0.22,    0.27
